timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-01-31T00:00:00.000Z";"2024-01-31T23:59:59.999Z";"2024-01-31T15:38:00.000Z";"2024-01-31T07:08:00.000Z";"2781";2014.926554008;2033.8184999818;2012.3813978339;2019.1053918794;8985921.36;419404610.52;207718.04;"2024-01-31T23:59:59.999Z"
"2024-01-30T00:00:00.000Z";"2024-01-30T23:59:59.999Z";"2024-01-30T23:59:00.000Z";"2024-01-30T06:53:00.000Z";"2781";2009.0459100735;2015.3223306884;2003.7254636287;2015.3223306884;8519665.63;419410993.45;208111.12;"2024-01-30T23:59:59.999Z"
"2024-01-29T00:00:00.000Z";"2024-01-29T23:59:59.999Z";"2024-01-29T14:11:00.000Z";"2024-01-29T21:31:00.000Z";"2781";2006.9195872948;2015.0474708915;2003.0863227011;2009.0415592319;8424835.99;418103895.05;208111.12;"2024-01-29T23:59:59.999Z"
"2024-01-28T00:00:00.000Z";"2024-01-28T23:59:59.999Z";"2024-01-28T23:31:00.000Z";"2024-01-28T13:16:00.000Z";"2781";1998.6960931037;2007.1699102535;1997.3838005528;2006.8918203477;4615479.8;417656510.48;208111.12;"2024-01-28T23:59:59.999Z"
"2024-01-27T00:00:00.000Z";"2024-01-27T23:59:59.999Z";"2024-01-27T01:51:00.000Z";"2024-01-27T09:11:00.000Z";"2781";1998.8797973068;2002.5532579814;1996.516248103;1998.8844939985;4150217.75;415990096.8;208111.12;"2024-01-27T23:59:59.999Z"
"2024-01-26T00:00:00.000Z";"2024-01-26T23:59:59.999Z";"2024-01-26T11:39:00.000Z";"2024-01-26T23:17:00.000Z";"2781";2003.2516135679;2008.2625675919;1998.2338274535;1998.9277440944;4969027.3;415999097.62;208111.12;"2024-01-26T23:59:59.999Z"
"2024-01-25T00:00:00.000Z";"2024-01-25T23:59:59.999Z";"2024-01-25T18:55:00.000Z";"2024-01-25T06:35:00.000Z";"2781";2003.4191233821;2008.8413977215;1995.5890388651;2003.2455936156;5484018.8;418513894.66;208917.92;"2024-01-25T23:59:59.999Z"
"2024-01-24T00:00:00.000Z";"2024-01-24T23:59:59.999Z";"2024-01-24T11:39:00.000Z";"2024-01-24T18:28:00.000Z";"2781";2008.3071976052;2013.8231057763;1999.5459538713;2003.4196690201;4619465.22;418550262.13;208917.92;"2024-01-24T23:59:59.999Z"
"2024-01-23T00:00:00.000Z";"2024-01-23T23:59:59.999Z";"2024-01-23T07:12:00.000Z";"2024-01-23T00:08:00.000Z";"2781";1998.9501803953;2012.1949029115;1998.4317919648;2008.2858142711;6122015.32;420376194.11;209320.9;"2024-01-23T23:59:59.999Z"
"2024-01-22T00:00:00.000Z";"2024-01-22T23:59:59.999Z";"2024-01-22T01:14:00.000Z";"2024-01-22T22:48:00.000Z";"2781";2007.0014179035;2009.853566655;1998.195570981;1998.9501803953;7260550.98;418422050.82;209320.9;"2024-01-22T23:59:59.999Z"
