timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2022-04-30T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-30T02:10:00.000Z";"2022-04-30T23:13:00.000Z";"2781";94.0135551499;94.9288451769;82.909542218;85.0959330339;1293033765.15;28422718817.87;334007957.9;"2022-04-30T23:59:59.999Z"
"2022-04-29T00:00:00.000Z";"2022-04-29T23:59:59.999Z";"2022-04-29T01:41:00.000Z";"2022-04-29T19:56:00.000Z";"2781";98.182961399;98.5685646365;92.8842730466;94.0113484749;1234575023.19;31400352078.57;334005974.68;"2022-04-29T23:59:59.999Z"
"2022-04-28T00:00:00.000Z";"2022-04-28T23:59:59.999Z";"2022-04-28T10:01:00.000Z";"2022-04-28T14:17:00.000Z";"2781";98.3821465866;100.4012318509;96.6945226734;98.185729412;1307131609.42;32764948307.2;333703772.47;"2022-04-28T23:59:59.999Z"
"2022-04-27T00:00:00.000Z";"2022-04-27T23:59:59.999Z";"2022-04-27T13:53:00.000Z";"2022-04-27T00:49:00.000Z";"2781";95.7855208437;100.5449260351;95.2835008919;98.3788714598;1253566599.48;32829333026.89;333703086.24;"2022-04-27T23:59:59.999Z"
"2022-04-26T00:00:00.000Z";"2022-04-26T23:59:59.999Z";"2022-04-26T00:40:00.000Z";"2022-04-26T23:31:00.000Z";"2781";101.2248791239;101.7424851764;95.1778927511;95.7821480444;1301074534.36;31962849254.72;333703617.09;"2022-04-26T23:59:59.999Z"
"2022-04-25T00:00:00.000Z";"2022-04-25T23:59:59.999Z";"2022-04-25T23:44:00.000Z";"2022-04-25T09:19:00.000Z";"2781";99.2414112294;101.4405906811;94.7557493041;101.2476341146;1538486688.6;33772914316.27;333567441.96;"2022-04-25T23:59:59.999Z"
"2022-04-24T00:00:00.000Z";"2022-04-24T23:59:59.999Z";"2022-04-24T09:37:00.000Z";"2022-04-24T17:34:00.000Z";"2781";100.727186547;102.2166833914;99.0085147656;99.235792967;818266007.64;33101881730.6;333567967.17;"2022-04-24T23:59:59.999Z"
"2022-04-23T00:00:00.000Z";"2022-04-23T23:59:59.999Z";"2022-04-23T16:49:00.000Z";"2022-04-23T04:34:00.000Z";"2781";100.6197813169;102.7712322843;98.7815676002;100.7444402666;823252482.49;33605175877.36;333568540.24;"2022-04-23T23:59:59.999Z"
"2022-04-22T00:00:00.000Z";"2022-04-22T23:59:59.999Z";"2022-04-22T06:24:00.000Z";"2022-04-22T16:07:00.000Z";"2781";101.7574222517;103.4981447884;99.5794330701;100.6120533938;1274793594.44;33561079113.17;333569169.71;"2022-04-22T23:59:59.999Z"
"2022-04-21T00:00:00.000Z";"2022-04-21T23:59:59.999Z";"2022-04-21T13:38:00.000Z";"2022-04-21T22:37:00.000Z";"2781";105.4976704954;109.7653297838;100.767154272;101.7761423806;1838571746.9;33935858708.04;333436283.93;"2022-04-21T23:59:59.999Z"
"2022-04-20T00:00:00.000Z";"2022-04-20T23:59:59.999Z";"2022-04-20T11:52:00.000Z";"2022-04-20T18:59:00.000Z";"2781";108.6021977972;110.7229788695;104.772660903;105.4970008243;1761531527.94;35176593429.43;333436904.88;"2022-04-20T23:59:59.999Z"
"2022-04-19T00:00:00.000Z";"2022-04-19T23:59:59.999Z";"2022-04-19T23:59:00.000Z";"2022-04-19T04:10:00.000Z";"2781";102.2023818991;108.5820327148;101.3017284067;108.5820327148;1711909607.27;36205329781.76;333437575.96;"2022-04-19T23:59:59.999Z"
"2022-04-18T00:00:00.000Z";"2022-04-18T23:59:59.999Z";"2022-04-18T22:58:00.000Z";"2022-04-18T09:04:00.000Z";"2781";100.407948392;102.5170256817;95.2427740977;102.1585344689;1846133932.4;34030862759.18;333118157.34;"2022-04-18T23:59:59.999Z"
"2022-04-17T00:00:00.000Z";"2022-04-17T23:59:59.999Z";"2022-04-17T16:40:00.000Z";"2022-04-17T23:49:00.000Z";"2781";102.2484388709;105.2945551556;99.9581757964;100.4096963588;1057908298.94;33448341308.02;333118638.15;"2022-04-17T23:59:59.999Z"
"2022-04-16T00:00:00.000Z";"2022-04-16T23:59:59.999Z";"2022-04-16T15:04:00.000Z";"2022-04-16T16:07:00.000Z";"2781";101.29869416;103.2717215475;100.9647204962;102.2573126931;774939305.12;34063156158.3;333112178.1;"2022-04-16T23:59:59.999Z"
"2022-04-15T00:00:00.000Z";"2022-04-15T23:59:59.999Z";"2022-04-15T15:49:00.000Z";"2022-04-15T14:31:00.000Z";"2781";100.7065282725;102.6726425066;100.1008948271;101.3097764848;1050639350.77;33733487009.15;332973659.4;"2022-04-15T23:59:59.999Z"
"2022-04-14T00:00:00.000Z";"2022-04-14T23:59:59.999Z";"2022-04-14T04:39:00.000Z";"2022-04-14T19:03:00.000Z";"2781";104.9406031561;107.3296377691;99.2568463206;100.7078010378;1686576071.06;33037638422.19;328054411.69;"2022-04-14T23:59:59.999Z"
"2022-04-13T00:00:00.000Z";"2022-04-13T23:59:59.999Z";"2022-04-13T19:01:00.000Z";"2022-04-13T13:11:00.000Z";"2781";103.2810129499;105.6768505413;100.4884570256;105.0019475001;1675840411.98;34446417329.75;328055032.79;"2022-04-13T23:59:59.999Z"
"2022-04-12T00:00:00.000Z";"2022-04-12T23:59:59.999Z";"2022-04-12T13:34:00.000Z";"2022-04-12T02:37:00.000Z";"2781";99.3846773181;109.1175581386;98.9352993983;103.3063878372;2317008206.84;33876639836.21;327923960.42;"2022-04-12T23:59:59.999Z"
"2022-04-11T00:00:00.000Z";"2022-04-11T23:59:59.999Z";"2022-04-11T01:28:00.000Z";"2022-04-11T21:53:00.000Z";"2781";111.6989899452;111.8311390386;98.6708543589;99.3391004518;2272498193.67;32578478203.32;327952216.75;"2022-04-11T23:59:59.999Z"
"2022-04-10T00:00:00.000Z";"2022-04-10T23:59:59.999Z";"2022-04-10T18:16:00.000Z";"2022-04-10T10:05:00.000Z";"2781";112.9727114843;115.8083264909;110.0778350414;111.7424356317;1280232450.32;36612845093.25;327653902.35;"2022-04-10T23:59:59.999Z"
"2022-04-09T00:00:00.000Z";"2022-04-09T23:59:59.999Z";"2022-04-09T23:40:00.000Z";"2022-04-09T02:43:00.000Z";"2781";109.7987628439;113.1148897841;108.634336266;112.972792565;1202250515.7;37016030859.39;327654384.91;"2022-04-09T23:59:59.999Z"
"2022-04-08T00:00:00.000Z";"2022-04-08T23:59:59.999Z";"2022-04-08T03:30:00.000Z";"2022-04-08T23:34:00.000Z";"2781";118.8162121838;122.2541191308;108.541157027;109.8008772977;2376864564.83;35976774331.26;327654707.47;"2022-04-08T23:59:59.999Z"
"2022-04-07T00:00:00.000Z";"2022-04-07T23:59:59.999Z";"2022-04-07T23:22:00.000Z";"2022-04-07T00:59:00.000Z";"2781";112.9357993682;119.7607141909;111.9574694174;118.7965147921;2431083313.41;38753887597.37;326220745.32;"2022-04-07T23:59:59.999Z"
"2022-04-06T00:00:00.000Z";"2022-04-06T23:59:59.999Z";"2022-04-06T07:14:00.000Z";"2022-04-06T23:58:00.000Z";"2781";126.8579574783;127.2811601829;112.7736796056;112.8833869838;3281009142.92;36769287681.34;325728069.15;"2022-04-06T23:59:59.999Z"
"2022-04-05T00:00:00.000Z";"2022-04-05T23:59:59.999Z";"2022-04-05T12:32:00.000Z";"2022-04-05T23:53:00.000Z";"2781";132.3878614898;136.1828531593;126.5639692361;126.8622359921;2239922209.67;41322645994.4;325728501.25;"2022-04-05T23:59:59.999Z"
"2022-04-04T00:00:00.000Z";"2022-04-04T23:59:59.999Z";"2022-04-04T07:50:00.000Z";"2022-04-04T18:11:00.000Z";"2781";136.7607829414;137.6335174813;126.8653261454;132.4126273148;2828117206.14;43113299130.37;325598094.42;"2022-04-04T23:59:59.999Z"
"2022-04-03T00:00:00.000Z";"2022-04-03T23:59:59.999Z";"2022-04-03T09:51:00.000Z";"2022-04-03T01:23:00.000Z";"2781";132.24107403;140.2637013953;131.2261436805;136.775322181;2585967811.87;44563278264.24;325813732.72;"2022-04-03T23:59:59.999Z"
"2022-04-02T00:00:00.000Z";"2022-04-02T23:59:59.999Z";"2022-04-02T13:37:00.000Z";"2022-04-02T23:57:00.000Z";"2781";134.453576706;143.0200200113;132.1391954531;132.1988635537;3394186455.6;43095052896.48;325986560.99;"2022-04-02T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-01T23:59:59.999Z";"2022-04-01T22:02:00.000Z";"2022-04-01T02:58:00.000Z";"2781";122.7361038522;137.5584077534;118.7879115491;134.430934343;4434807484.27;43780520759.42;325672963.39;"2022-04-01T23:59:59.999Z"
"2022-03-31T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-31T14:55:00.000Z";"2022-03-31T00:07:00.000Z";"2781";120.6815563031;128.9301081194;120.1978311451;122.6614635138;4115229586.7;39896242151.66;325254900.84;"2022-03-31T23:59:59.999Z"
"2022-03-30T00:00:00.000Z";"2022-03-30T23:59:59.999Z";"2022-03-30T17:04:00.000Z";"2022-03-30T01:44:00.000Z";"2781";111.6902575172;124.6050045507;107.7672598276;120.6994854904;3908170427.97;39256767638.77;325243868.93;"2022-03-30T23:59:59.999Z"
"2022-03-29T00:00:00.000Z";"2022-03-29T23:59:59.999Z";"2022-03-29T13:10:00.000Z";"2022-03-29T00:01:00.000Z";"2781";106.3279863476;115.2757156985;105.9991947999;111.7103114397;3052274877;36318284406.6;325111298.49;"2022-03-29T23:59:59.999Z"
"2022-03-28T00:00:00.000Z";"2022-03-28T23:59:59.999Z";"2022-03-28T14:55:00.000Z";"2022-03-28T01:40:00.000Z";"2781";107.077966534;113.1759518313;105.4778784828;106.465256791;2877146388.49;34611838729.49;325099847.34;"2022-03-28T23:59:59.999Z"
