timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-01-31T00:00:00.000Z";"2024-01-31T23:59:59.999Z";"2024-01-31T00:00:00.000Z";"2024-01-31T21:26:00.000Z";"2781";0.00999622370586;0.00999622370586;0.00942197659905;0.00942197659905;355.47;9421976.6;1000000000;"2024-01-31T23:59:59.999Z"
"2024-01-30T00:00:00.000Z";"2024-01-30T23:59:59.999Z";"2024-01-30T18:15:00.000Z";"2024-01-30T13:05:00.000Z";"2781";0.00993259356153;0.0100853698;0.00985226101617;0.00999622370586;237.57;9996223.71;1000000000;"2024-01-30T23:59:59.999Z"
"2024-01-29T00:00:00.000Z";"2024-01-29T23:59:59.999Z";"2024-01-29T23:05:00.000Z";"2024-01-29T15:27:00.000Z";"2781";0.00976546411797;0.00993259356153;0.00967869143951;0.00993259356153;390.65;9932593.57;1000000000;"2024-01-29T23:59:59.999Z"
"2024-01-28T00:00:00.000Z";"2024-01-28T23:59:59.999Z";"2024-01-28T11:36:00.000Z";"2024-01-28T00:00:00.000Z";"2781";0.00975718874721;0.0098873516976;0.00975718874721;0.00976546411797;275.67;9765464.12;1000000000;"2024-01-28T23:59:59.999Z"
"2024-01-27T00:00:00.000Z";"2024-01-27T23:59:59.999Z";"2024-01-27T00:41:00.000Z";"2024-01-27T20:26:00.000Z";"2781";0.00987418407541;0.00999239777466;0.00975718874721;0.00975718874721;6628.3;9757188.75;1000000000;"2024-01-27T23:59:59.999Z"
"2024-01-26T00:00:00.000Z";"2024-01-26T23:59:59.999Z";"2024-01-26T11:36:00.000Z";"2024-01-26T00:00:00.000Z";"2781";0.00891289204296;0.00990751871184;0.00891289204296;0.00987418407541;179.84;9874184.08;1000000000;"2024-01-26T23:59:59.999Z"
"2024-01-25T00:00:00.000Z";"2024-01-25T23:59:59.999Z";"2024-01-25T01:51:00.000Z";"2024-01-25T18:27:00.000Z";"2781";0.00891243759509;0.00891717754389;0.0088735851786;0.00891289204296;994.86;8912892.05;1000000000;"2024-01-25T23:59:59.999Z"
"2024-01-24T00:00:00.000Z";"2024-01-24T23:59:59.999Z";"2024-01-24T09:51:00.000Z";"2024-01-24T00:00:00.000Z";"2781";0.00761035799283;0.00931971183682;0.00761035799283;0.00891243759509;54.47;8912437.6;1000000000;"2024-01-24T23:59:59.999Z"
"2024-01-23T00:00:00.000Z";"2024-01-23T23:59:59.999Z";"2024-01-23T06:19:00.000Z";"2024-01-23T19:31:00.000Z";"2781";0.00817315663972;0.00818759070829;0.00760492968995;0.00761035799283;301.48;7610358;1000000000;"2024-01-23T23:59:59.999Z"
"2024-01-22T00:00:00.000Z";"2024-01-22T23:59:59.999Z";"2024-01-22T00:00:00.000Z";"2024-01-22T19:59:00.000Z";"2781";0.00909966977805;0.00909966977805;0.00815555183763;0.00817315663972;29.14;8173156.64;1000000000;"2024-01-22T23:59:59.999Z"
